5,5,0.01,500,28.32422805453781,3.1614363311831113,10.978011339252554,8.417198373295793,15.183816959972745
5,5,0.01,1000,35.12203567351681,4.4301806818727005,10.10639869114548,7.924462484766511,15.165168278366627
5,5,0.01,1500,27.603084536548334,3.1148755713558978,13.515415679806912,7.76776045554197,15.28648668178771
5,5,0.001,500,33.867920787900395,3.176050917915081,17.800634817770586,8.672120400352282,31.987971931696006
5,5,0.001,1000,29.535733005013345,4.35460743879335,17.267778400656674,8.631583716125679,31.956449713450205
5,5,0.001,1500,40.720759668790244,4.073643166025801,16.987720081992656,8.639904114221103,31.951401427417306
5,5,0.0001,500,32.093009570801385,5.035264374693471,16.003939226604352,33.185240380839154,94.7365234757846
5,5,0.0001,1000,32.25467243680565,5.085530008652648,16.006232159526828,32.576858651264146,95.26057100257886
5,5,0.0001,1500,32.24699124356438,5.009132746496477,16.044253355663734,33.15196489575476,94.32565000435697
5,10,0.01,500,23.109708152868365,2.9918708753641465,14.07005797124159,8.691384756252585,14.762245974811346
5,10,0.01,1000,33.42051681657974,3.346054740960729,12.589712795713833,7.939560239281379,14.869837599090527
5,10,0.01,1500,36.271698717608174,3.6175416376486913,13.054041209125547,7.8979398968392545,16.22024991964489
5,10,0.001,500,47.92504669926096,3.380009338912875,15.140000413625279,8.011584934813998,25.369070196524042
5,10,0.001,1000,57.760226075371136,4.1986088547704306,18.158868537860418,8.054471193027874,25.542689104678274
5,10,0.001,1500,47.97780721710492,5.180933607831628,18.497767399843816,8.048713033679078,25.54230084288896
5,10,0.0001,500,30.263926724363927,4.494277916256947,16.822903177785086,19.712713581823476,67.12571842701871
5,10,0.0001,1000,30.18633077615143,4.533797314667079,16.794068284658486,19.385357900803037,66.21136464669033
5,10,0.0001,1500,30.119350682127795,4.504703881090668,16.763749270707006,19.44450539624997,66.70008705087074
5,15,0.01,500,19.616076700092204,3.8826781271247386,10.974092669989933,7.755674754223146,15.29382209740535
5,15,0.01,1000,43.36523698105409,4.531859559270084,11.810241455237227,7.907208220006801,15.69114101751392
5,15,0.01,1500,29.02074235262133,3.7434760450756777,12.232550315267947,8.46079911355535,18.26140192923452
5,15,0.001,500,32.18419426272172,4.391196140859144,14.194615155928219,7.868750194213983,23.119375579080675
