01/07/2015,1168.0
02/07/2015,1165.25
03/07/2015,1167.95
06/07/2015,1166.0
07/07/2015,1156.25
08/07/2015,1158.5
09/07/2015,1164.25
10/07/2015,1159.3
13/07/2015,1154.0
14/07/2015,1157.4
15/07/2015,1147.4
16/07/2015,1144.4
17/07/2015,1132.8
20/07/2015,1104.6
21/07/2015,1105.6
22/07/2015,1088.6
23/07/2015,1097.4
24/07/2015,1080.8
27/07/2015,1100.0
28/07/2015,1096.2
29/07/2015,1090.25
30/07/2015,1087.5
31/07/2015,1098.4
03/08/2015,1091.9
04/08/2015,1090.65
05/08/2015,1085.1
06/08/2015,1089.75
07/08/2015,1093.5
10/08/2015,1097.0
11/08/2015,1108.25
12/08/2015,1119.0
13/08/2015,1116.75
14/08/2015,1118.25
17/08/2015,1118.8
18/08/2015,1111.45
19/08/2015,1126.15
20/08/2015,1147.7
21/08/2015,1156.5
24/08/2015,1166.5
25/08/2015,1137.5
26/08/2015,1120.75
27/08/2015,1119.0
28/08/2015,1135.0
31/08/2015,1135.0
01/09/2015,1142.3
02/09/2015,1137.75
03/09/2015,1128.0
04/09/2015,1118.25
07/09/2015,1119.5
08/09/2015,1121.15
09/09/2015,1109.85
10/09/2015,1109.5
11/09/2015,1100.25
14/09/2015,1104.8
15/09/2015,1105.95
16/09/2015,1117.6
17/09/2015,1117.5
18/09/2015,1141.5
21/09/2015,1133.25
22/09/2015,1122.9
23/09/2015,1131.35
24/09/2015,1154.5
25/09/2015,1146.65
28/09/2015,1131.05
29/09/2015,1132.1
30/09/2015,1114.0
01/10/2015,1119.0
02/10/2015,1140.75
05/10/2015,1139.75
06/10/2015,1147.5
07/10/2015,1144.6
08/10/2015,1140.0
09/10/2015,1151.55
12/10/2015,1164.9
13/10/2015,1165.2
14/10/2015,1173.9
15/10/2015,1184.25
16/10/2015,1180.85
19/10/2015,1175.4
20/10/2015,1177.75
21/10/2015,1167.1
22/10/2015,1167.0
23/10/2015,1161.25
26/10/2015,1166.4
27/10/2015,1165.7
28/10/2015,1179.6
29/10/2015,1148.6
30/10/2015,1142.35
02/11/2015,1134.0
03/11/2015,1123.1
04/11/2015,1114.7
05/11/2015,1106.3
06/11/2015,1088.9
09/11/2015,1089.6
